,name,full_name,birth_date,age,height_cm,weight_kgs,body_mass_index,positions,primary_position,nationality,overall_rating,potential,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),body_type,release_clause_euro,setpiece_stats,attacking_stats,skill_stats,movement_stats,power_stats,mentality_stats,defending_stats
1477,I. Nedelcearu,Ionuţ Nedelcearu,04/25/96,22,190.5,78.9,21.74,CB,CB,Romania,70,78,700000.0,3000.0,Right,1,4,2,Normal,0.0,46.0,46.0,48.4,57.6,56.8,55.5,69.67
1478,L. Castro,Leonardo Fabio Castro Loaiza,06/14/92,26,175.26,78.0,25.39,"ST,RM",ST,Colombia,70,71,2100000.0,3000.0,Right,1,3,3,Normal,3000000.0,54.5,63.6,52.4,74.6,65.0,57.17,27.33
1479,S. McKenna,Scott McKenna,11/12/96,22,187.96,79.8,22.59,CB,CB,Scotland,70,83,3100000.0,4000.0,Left,1,3,2,Stocky,7300000.0,40.75,41.8,38.8,53.0,61.6,49.83,67.33
1480,D. Fox,Danny Fox,05/29/86,32,182.88,78.0,23.32,"CB,LB",CB,Scotland,70,70,1000000.0,26000.0,Left,1,3,2,Lean,1900000.0,67.5,54.6,65.8,57.2,69.0,65.83,70.0
1481,S. Birnbaum,Steven Birnbaum,01/23/91,28,185.42,81.2,23.62,CB,CB,United States,70,72,1700000.0,5000.0,Right,1,2,2,Normal,2700000.0,37.25,44.4,42.6,51.0,62.2,50.67,66.33
1482,C. Maxwell,Christopher Maxwell,07/30/90,28,185.42,73.9,21.49,GK,GK,Wales,70,73,1500000.0,7000.0,Right,1,3,1,Normal,0.0,17.5,16.8,16.8,49.4,37.2,25.67,12.67
1483,D. Stracqualursi,Denis Stracqualursi,10/20/87,31,190.5,86.2,23.75,ST,ST,Argentina,70,70,1700000.0,8000.0,Right,1,3,2,Stocky,2600000.0,47.5,64.8,48.8,48.6,74.2,56.0,34.67
1484,W. Sobota,Waldemar Sobota,05/19/87,31,175.26,63.0,20.51,"LM,RM",LM,Poland,70,70,1600000.0,11000.0,Right,1,4,3,Lean,2500000.0,59.75,62.0,60.8,83.8,62.2,59.83,36.33
1485,S. Doi,土居 聖真,05/21/92,26,172.72,63.0,21.12,"ST,LM,RM",ST,Japan,70,71,2100000.0,8000.0,Right,1,4,3,Lean,2800000.0,65.5,68.0,65.0,73.0,62.4,58.5,43.67
1486,José Mari,José María Martín Bejarano,12/06/87,31,182.88,72.1,21.56,"CDM,CM",CDM,Spain,70,70,1300000.0,6000.0,Right,1,3,3,Lean,2100000.0,62.25,60.0,66.0,67.4,72.6,64.17,62.0
1487,T. Weilandt,Tom Weilandt,04/27/92,26,185.42,73.0,21.23,"LM,RM,CAM",LM,Germany,70,71,2100000.0,11000.0,Right,1,3,3,Lean,3500000.0,58.25,60.4,65.4,71.6,61.8,52.33,35.67
1488,A. Wisdom,Andre Wisdom,05/09/93,25,185.42,78.0,22.69,RB,RB,England,70,75,2000000.0,20000.0,Right,1,3,2,Normal,3900000.0,47.75,49.6,49.4,66.4,60.6,60.17,72.0
1489,K. Smith,Korey Smith,01/31/91,28,175.26,69.9,22.76,"CM,CDM",CM,England,70,70,1800000.0,23000.0,Right,1,3,3,Normal,3500000.0,60.75,57.8,63.8,72.0,65.6,66.0,68.33
1490,M. Bodmer,Mathieu Bodmer,11/22/82,36,190.5,89.8,24.74,"CM,CDM,CB",CM,France,70,70,750000.0,8000.0,Right,2,4,3,Normal,1500000.0,71.0,66.0,71.6,38.4,58.8,70.33,68.33
1491,F. Ballo-Touré,Fodé Ballo-Touré,01/03/97,22,182.88,73.0,21.83,"LB,LM",LB,France,70,81,2700000.0,20000.0,Left,1,3,3,Lean,5600000.0,63.25,54.4,63.8,74.2,57.8,62.67,67.67
1492,Jeong Woon,정운 Woon Jeong,06/30/89,29,154.94,73.0,30.41,LM,LM,Korea Republic,70,70,1700000.0,4000.0,Left,1,3,3,Normal,2200000.0,59.25,55.6,65.6,72.6,68.0,63.5,69.67
1493,L. Mendoza,Luis Ángel Mendoza Escamilla,02/03/90,29,172.72,74.8,25.07,"RM,ST",RM,Mexico,70,70,1800000.0,14000.0,Right,1,3,3,Normal,3100000.0,65.0,59.8,64.4,74.8,68.0,63.5,34.67
1494,M. Faraoni,Marco Davide Faraoni,10/25/91,27,154.94,71.2,29.66,"RB,RM",RB,Italy,70,70,1500000.0,3000.0,Right,1,3,3,Normal,0.0,68.75,64.0,69.0,70.4,72.8,67.5,66.67
1495,D. Avdijaj,Donis Avdijaj,08/25/96,22,172.72,69.9,23.43,"LW,CAM,ST",LW,Kosovo,70,77,2500000.0,5000.0,Right,1,4,3,Normal,4200000.0,62.75,63.0,65.4,74.6,64.6,59.83,20.33
1496,Juan Dominguez,Juan Domínguez Lamas,01/08/90,29,154.94,71.2,29.66,"CM,CDM",CM,Spain,70,70,1800000.0,12000.0,Right,1,3,3,Lean,2600000.0,66.25,57.0,67.2,66.2,70.4,64.17,59.67
1497,M. Sylla,Mamadou Sylla Diallo,03/20/94,24,175.26,74.8,24.35,ST,ST,Senegal,70,74,2400000.0,11000.0,Right,1,4,3,Normal,0.0,55.0,65.2,56.4,69.2,69.2,61.67,33.33
1498,M. Ibáñez,Matías Ibáñez,12/16/86,32,190.5,88.0,24.25,GK,GK,Argentina,70,70,1100000.0,8000.0,Right,1,2,1,Normal,1600000.0,19.75,15.4,15.8,45.0,42.8,29.5,16.67
1499,F. Giefer,Fabian Giefer,05/17/90,28,195.58,93.0,24.31,GK,GK,Germany,70,71,1400000.0,10000.0,Right,1,1,1,Normal,2700000.0,17.5,18.2,17.2,44.2,41.2,28.67,14.0
1500,D. Batubinsika,Dylan Batubinsika,02/15/96,23,185.42,87.1,25.33,CB,CB,France,70,77,2100000.0,6000.0,Right,1,3,2,Normal,3600000.0,36.75,41.0,42.8,62.0,58.8,51.17,69.33
1501,S. Kaneko,金子 翔太,05/02/95,23,162.56,58.1,21.99,"RM,ST",RM,Japan,70,77,2500000.0,3000.0,Right,1,3,3,Stocky,3600000.0,65.0,59.6,68.2,82.6,67.6,52.0,38.0
1502,Edsinho Torres,Edson Gérson Torres Guerra,02/29/84,35,152.4,77.1,33.2,LB,LB,Brazil,70,70,500000.0,9000.0,Right,1,3,2,Normal,950000.0,61.75,59.2,58.0,67.6,65.4,61.17,71.0
1503,A. Rosi,Aleandro Rosi,05/17/87,31,182.88,79.8,23.86,"RM,RB",RM,Italy,70,70,1600000.0,3000.0,Right,1,3,3,Lean,2500000.0,64.0,59.4,66.0,68.8,71.0,63.5,67.33
1504,E. López,Eduardo López,09/17/94,24,167.64,66.2,23.56,"RM,CAM,LM",RM,Mexico,70,74,2300000.0,17000.0,Left,1,4,3,Normal,4100000.0,62.0,58.0,69.4,75.4,66.8,52.17,35.0
1505,S. Hain,Stephan Hain,09/27/88,30,152.4,74.8,32.21,ST,ST,Germany,70,70,1800000.0,4000.0,Right,1,4,3,Stocky,2600000.0,46.0,63.2,52.2,75.0,65.0,55.33,20.67
1506,J. Caicedo,Juan Caicedo,07/13/89,29,187.96,78.9,22.33,ST,ST,Colombia,70,70,1800000.0,3000.0,Right,1,2,2,Normal,0.0,52.75,63.0,51.0,62.8,70.4,55.33,29.0
1507,P. Souaré,Pape  N'Diaye Souaré,06/06/90,28,152.4,66.2,28.5,LB,LB,Senegal,70,70,1400000.0,25000.0,Left,1,2,3,Lean,2700000.0,64.0,57.4,66.6,69.8,63.0,64.83,71.33
1508,G. Carey,Graham Carey,05/20/89,29,175.26,71.2,23.18,"RM,LM,CAM",RM,Republic of Ireland,70,70,1700000.0,8000.0,Left,1,3,3,Normal,3000000.0,69.0,64.0,70.8,75.4,74.2,66.17,58.33
1509,N. McGinn,Niall McGinn,07/20/87,31,152.4,73.0,31.43,"LM,RM",LM,Northern Ireland,70,70,1700000.0,5000.0,Right,1,5,3,Lean,2900000.0,64.5,64.0,68.2,78.6,65.4,61.83,24.0
1510,L. Lacroix,Léo Lacroix,02/27/92,27,198.12,92.1,23.46,CB,CB,Switzerland,70,72,1800000.0,15000.0,Right,1,3,2,Normal,0.0,57.0,53.0,56.6,39.6,68.2,55.83,70.33
1511,I. Bel Hassani,Iliass Bel Hassani,09/16/92,26,175.26,72.1,23.47,"CAM,RM",CAM,Morocco,70,72,2200000.0,8000.0,Left,1,2,4,Normal,0.0,67.0,61.2,69.4,69.6,61.2,58.67,39.0
1512,L. Lollo,Luciano Lollo,03/29/87,31,182.88,84.8,25.35,CB,CB,Argentina,70,70,1200000.0,11000.0,Right,1,2,2,Normal,1700000.0,40.0,44.2,36.0,43.4,52.6,55.83,70.67
1513,F. Jungwirth,Florian Jungwirth,01/27/89,30,154.94,79.8,33.24,"CB,CDM",CB,Germany,70,70,1400000.0,5000.0,Right,1,4,2,Normal,2100000.0,49.75,51.8,53.0,59.6,60.8,58.33,70.0
1514,J. Silbeira,Jose Miguel Silbeira,02/29/96,23,185.42,91.2,26.53,GK,GK,Paraguay,70,72,700000.0,3000.0,Right,1,2,1,Stocky,0.0,22.5,18.6,20.2,49.6,40.6,30.0,15.67
1515,E. Bush,Evan Bush,03/06/86,33,185.42,83.0,24.14,GK,GK,United States,70,70,1000000.0,4000.0,Right,1,2,1,Normal,1500000.0,20.75,19.6,19.0,46.8,45.0,34.0,14.67
1516,Campillo,Antonio Campillo Medina,12/16/90,28,175.26,69.9,22.76,"LM,CAM",LM,Spain,70,70,1900000.0,6000.0,Right,1,3,3,Normal,3000000.0,69.75,61.8,72.8,64.4,69.4,66.0,50.0
1517,F. Ondoa,Fabrice Ondoa,12/24/95,23,185.42,89.8,26.12,GK,GK,Cameroon,70,76,1800000.0,6000.0,Right,1,2,1,Normal,3000000.0,23.75,21.2,23.2,56.8,44.2,21.17,16.33
1518,F. Mancinelli,Federico Mancinelli,05/08/82,36,154.94,79.8,33.24,CB,CB,Argentina,70,70,240000.0,6000.0,Right,1,3,2,Stocky,360000.0,50.75,51.0,47.2,55.2,63.0,58.5,68.67
1519,K. Overmeire,Killian Overmeire,12/06/85,33,187.96,83.9,23.75,CDM,CDM,Belgium,70,70,1000000.0,8000.0,Right,1,3,2,Normal,1500000.0,57.0,55.8,59.6,64.2,71.8,63.0,67.67
1520,H. Campagnaro,Hugo Armando Campagnaro,06/27/80,38,154.94,84.8,35.32,CB,CB,Argentina,70,70,240000.0,2000.0,Right,2,3,2,Normal,372000.0,47.25,47.2,45.2,52.2,63.0,54.67,70.67
1521,N. Đurđić,Nikola Đurđić,04/01/86,32,182.88,77.1,23.05,ST,ST,Serbia,70,70,1400000.0,5000.0,Right,1,4,3,Lean,1800000.0,62.75,64.0,61.8,70.6,70.4,69.0,47.33
1522,Hugo Vieira,Hugo Filipe da Costa Oliveira,07/25/88,30,152.4,73.0,31.43,"ST,RW,CF",ST,Portugal,70,70,1800000.0,10000.0,Right,1,3,3,Normal,3600000.0,62.25,64.2,62.0,80.0,68.8,57.67,24.0
1523,R. Loaiza,Raúl Alberto Loaiza Morelos,06/08/94,24,154.94,69.9,29.12,"CM,CDM",CM,Colombia,70,76,2400000.0,3000.0,Right,1,3,3,Normal,0.0,50.0,52.6,53.8,62.0,68.2,62.67,63.67
1524,B. Khuzwayo,Brilliant Khuzwayo,02/09/90,29,190.5,74.8,20.61,GK,GK,South Africa,70,72,1500000.0,1000.0,Right,1,2,1,Lean,3300000.0,22.75,18.0,21.4,41.8,36.0,25.0,11.33
1525,A. Salvi,Alessandro Salvi,06/05/88,30,182.88,76.2,22.78,"RB,LB,RM",RB,Italy,70,70,1300000.0,3000.0,Right,1,3,3,Lean,2100000.0,59.75,60.4,61.4,75.6,70.0,64.0,67.33
1526,J. Zárate,Jorge Alejandro Zárate Careaga,01/20/92,27,167.64,64.0,22.77,"LM,RM",LM,Mexico,70,70,1900000.0,5000.0,Left,1,3,3,Lean,3100000.0,58.5,55.8,62.0,79.0,65.4,53.5,38.33
1527,S. Bornauw,Sebastiaan Bornauw,03/22/99,19,190.5,88.0,24.25,CB,CB,Belgium,70,82,2700000.0,4000.0,Right,1,3,2,Normal,4600000.0,53.0,52.0,55.2,59.2,63.4,54.83,67.67
1528,Óscar,Óscar Rodríguez Arnaiz,06/28/98,20,175.26,68.0,22.14,"CM,LM",CM,Spain,70,83,3400000.0,44000.0,Right,1,3,3,Normal,0.0,66.75,58.6,76.6,69.6,58.4,60.33,45.67
1529,M. Parkhurst,Michael Parkhurst,01/24/84,35,154.94,72.1,30.03,CB,CB,United States,70,70,550000.0,5000.0,Right,1,3,2,Normal,825000.0,52.25,52.4,51.4,58.8,57.4,56.0,71.67
1530,M. Rodák,Marek Rodák,12/13/96,22,195.58,84.8,22.17,GK,GK,Slovakia,70,77,1900000.0,13000.0,Right,1,3,1,Lean,0.0,17.0,19.4,16.6,49.2,37.0,26.83,13.67
1531,Rodri,Rodrigo Ríos Lozano,06/06/90,28,175.26,73.9,24.06,ST,ST,Spain,70,70,1800000.0,7000.0,Right,1,4,3,Normal,2900000.0,55.25,62.2,59.6,78.6,72.4,57.83,14.0
1532,L. Mareček,Lukáš Mareček,04/17/90,28,182.88,78.9,23.59,"CM,CDM,CAM",CM,Czech Republic,70,70,1800000.0,9000.0,Right,1,3,3,Lean,2600000.0,65.25,60.8,69.2,67.0,69.4,65.0,68.67
1533,A. Nordin,Arnaud Nordin,06/17/98,20,170.18,68.9,23.79,LM,LM,France,70,80,2900000.0,12000.0,Left,1,4,3,Stocky,6000000.0,59.5,59.2,61.0,75.0,62.2,51.0,28.67
1534,J. Siebatcheu,Theoson Jordan Siebatcheu,04/26/96,22,190.5,83.9,23.12,ST,ST,France,70,77,2500000.0,16000.0,Right,1,3,3,Normal,5300000.0,56.0,65.4,56.6,64.0,69.4,53.67,22.67
1535,Joel Pereira,Joel Castro Pereira,06/28/96,22,187.96,69.9,19.79,GK,GK,Portugal,70,78,2000000.0,31000.0,Right,1,2,1,Normal,0.0,12.75,15.2,14.2,45.8,33.4,29.5,11.0
1536,S. Muntari,Sulley Ali Muntari,08/27/84,34,152.4,76.2,32.81,"CM,CDM",CM,Ghana,70,70,1000000.0,5000.0,Left,2,2,3,Normal,1700000.0,66.5,64.8,67.4,57.8,75.4,72.17,70.67
1537,A. Tchouaméni,Aurélien Tchouaméni,01/27/00,19,185.42,79.8,23.21,CM,CM,France,70,84,3600000.0,10000.0,Right,1,3,3,Lean,9500000.0,52.75,55.2,61.0,68.0,65.8,65.0,67.0
1538,Jhonatan,Jhonatan Luiz da Siqueira,05/08/91,27,187.96,78.9,22.33,GK,GK,Brazil,70,72,1400000.0,3000.0,Right,1,2,1,Lean,3100000.0,15.5,15.8,15.0,43.2,39.4,26.5,14.0
1539,R. Echeverría,Rodrigo Eduardo Echeverría Sáez,04/07/95,23,154.94,73.0,30.41,"CB,CDM,CM",CB,Chile,70,76,2100000.0,6000.0,Right,1,3,3,Lean,3300000.0,52.5,53.0,56.2,65.2,67.0,59.17,69.0
1540,A. Bernardini,Alessandro Bernardini,01/21/87,32,190.5,73.0,20.12,CB,CB,Italy,70,70,1200000.0,3000.0,Right,1,2,2,Normal,1900000.0,34.25,44.2,40.4,53.4,67.2,50.5,68.67
1541,B. Schmitz,Benno Schmitz,11/17/94,24,182.88,74.8,22.37,"RB,LB,CDM",RB,Germany,70,73,1900000.0,9000.0,Right,1,3,2,Lean,2900000.0,54.75,54.6,61.4,68.0,68.6,58.67,70.0
1542,D. Bisoli,Dimitri Bisoli,03/25/94,24,154.94,72.1,30.03,"CM,CAM",CM,Italy,70,74,2300000.0,3000.0,Right,1,3,3,Lean,3800000.0,58.25,59.8,66.4,69.8,68.6,61.67,54.0
1543,I. Sylla,Idrissa Sylla,12/03/90,28,185.42,73.0,21.23,ST,ST,Guinea,70,70,1900000.0,10000.0,Left,1,3,3,Lean,2800000.0,55.0,64.6,57.2,68.4,69.8,59.67,20.33
1544,M. Dawson,Michael  Dawson,11/18/83,35,187.96,76.2,21.57,CB,CB,England,70,70,550000.0,24000.0,Right,2,3,2,Lean,1000000.0,38.0,39.4,35.2,44.0,54.2,55.17,72.0
1545,A. Fathi,Ahmed Fathy Abdel Meneim Ibrahim,11/10/84,34,175.26,76.2,24.81,"RB,CDM",RB,Egypt,70,70,700000.0,3000.0,Right,2,4,3,Normal,0.0,66.0,61.0,61.0,71.8,67.4,66.83,71.33
1546,E. Löwen,Eduard Löwen,01/28/97,22,187.96,91.2,25.81,"CDM,CM,CB,LM",CDM,Germany,70,80,2500000.0,9000.0,Right,1,4,3,Stocky,5000000.0,53.75,58.4,64.8,64.0,77.0,59.33,62.33
1547,R. Green,Robert Green,01/18/80,39,187.96,92.1,26.07,GK,GK,England,70,70,120000.0,21000.0,Right,2,3,1,Normal,222000.0,17.5,16.8,14.4,43.6,35.6,31.17,12.33
1548,L. Tawamba,Léandre Tawamba,12/20/89,29,187.96,84.8,24.0,ST,ST,Cameroon,70,70,1800000.0,14000.0,Right,1,3,3,Normal,3000000.0,42.75,59.0,48.2,64.4,74.8,55.33,18.33
1549,P. Galdames,Pablo Ignacio Galdames Millán,12/30/96,22,175.26,68.0,22.14,"CM,CDM",CM,Chile,70,80,2800000.0,7000.0,Right,1,4,3,Normal,4800000.0,57.25,58.2,62.4,74.0,68.6,63.33,62.67
1550,M. Müller,Marius Müller,07/12/93,25,193.04,89.8,24.1,GK,GK,Germany,70,75,1700000.0,15000.0,Right,1,2,1,Normal,3000000.0,14.0,12.8,14.0,40.4,42.6,24.0,14.67
1551,Unai Medina,Unai Medina Pérez,02/16/90,29,152.4,78.0,33.58,RB,RB,Spain,70,70,1400000.0,6000.0,Right,1,3,2,Normal,2200000.0,63.0,50.6,60.0,72.2,77.0,60.67,68.67
1552,S. Allagui,Sami Allagui,05/28/86,32,152.4,77.1,33.2,"ST,RM,CAM",ST,Tunisia,70,70,1400000.0,11000.0,Right,2,3,3,Normal,2300000.0,63.5,68.0,65.4,72.8,70.2,57.67,25.67
1553,A. Bastía,Adrián Jesús Bastía Beruzzi,12/20/78,40,152.4,73.9,31.82,"CDM,CM",CDM,Argentina,70,70,120000.0,5000.0,Right,1,3,3,Lean,180000.0,61.5,63.0,61.8,56.0,68.8,72.17,64.67
1554,T. Kempe,Tobias Kempe,06/27/89,29,182.88,77.1,23.05,"CM,RM,CAM",CM,Germany,70,70,1700000.0,12000.0,Right,1,3,3,Normal,2700000.0,75.25,64.2,73.8,69.4,72.8,63.67,39.0
1555,Z. Touré,Zargo Touré,11/11/89,29,182.88,78.9,23.59,CB,CB,Senegal,70,70,1400000.0,16000.0,Right,1,3,2,Normal,2900000.0,38.0,37.0,43.0,64.4,62.2,54.0,65.67
1556,Fidel,Fidel Chaves de la Torre,10/27/89,29,154.94,73.9,30.78,"LM,RM",LM,Spain,70,70,1800000.0,7000.0,Left,1,2,3,Lean,2900000.0,66.75,60.4,67.4,74.4,65.6,63.17,33.0
1557,O. Kolář,Ondřej Kolář,10/17/94,24,193.04,81.2,21.79,GK,GK,Czech Republic,70,77,1800000.0,1000.0,Right,1,3,1,Normal,4400000.0,17.5,15.0,21.6,46.4,27.4,20.5,14.33
1558,J. Lawrence,James Alexander Lawrence,08/22/92,26,187.96,81.2,22.98,"CB,LB,CDM",CB,Wales,69,72,1100000.0,8000.0,Left,1,3,2,Normal,1700000.0,49.5,49.0,49.2,53.8,52.4,54.67,69.0
1559,J. Maclaren,Jamie Maclaren,07/29/93,25,152.4,76.2,32.81,ST,ST,Australia,69,72,1400000.0,6000.0,Right,1,4,3,Normal,1800000.0,62.25,62.4,62.2,81.6,71.8,66.83,29.33
1560,A. Sobiech,Artur Sobiech,06/12/90,28,182.88,74.8,22.37,ST,ST,Poland,69,69,1100000.0,5000.0,Right,2,3,2,Normal,1500000.0,51.25,65.0,51.6,65.6,70.0,61.33,25.0
1561,A. Jansen,Anco Jansen,03/09/89,29,185.42,77.1,22.43,"ST,CAM",ST,Netherlands,69,69,1100000.0,5000.0,Right,1,4,3,Stocky,1500000.0,69.25,65.8,68.6,64.0,74.0,62.5,36.0
1562,F. Zampano,Francesco Zampano,09/30/93,25,152.4,73.9,31.82,"RM,RB",RM,Italy,69,72,1300000.0,2000.0,Right,1,3,3,Normal,0.0,58.0,55.8,58.6,75.0,63.8,56.5,67.0
1563,K. Stuhr-Ellegaard,Kevin Stuhr-Ellegaard,05/23/83,35,195.58,93.0,24.31,GK,GK,Denmark,69,69,250000.0,2000.0,Right,1,2,1,Normal,313000.0,18.0,18.0,19.8,41.0,39.6,32.33,17.0
1564,M. Bunn,Mark Bunn,11/16/84,34,182.88,77.1,23.05,GK,GK,England,69,69,525000.0,7000.0,Right,1,2,1,Normal,998000.0,28.5,13.8,24.4,55.0,40.4,35.0,15.0
1565,Juanjo,Juan José Ciércoles Sagra,05/27/88,30,175.26,67.1,21.85,"CDM,CM",CDM,Spain,69,69,775000.0,2000.0,Right,1,3,2,Normal,969000.0,50.75,42.0,58.2,63.8,63.2,62.17,63.33
1566,D. Odoi,Denis Odoi,05/27/88,30,152.4,72.1,31.04,"CB,RB",CB,Belgium,69,69,775000.0,22000.0,Right,1,3,3,Lean,1500000.0,59.0,56.8,64.2,77.6,66.2,64.33,67.0
1567,J. Ngandu Kayamba,Joel Ngandu Kayamba,04/17/92,26,152.4,66.2,28.5,"RW,RM",RW,DR Congo,69,70,1200000.0,1000.0,Right,1,3,3,Lean,2800000.0,62.0,60.8,62.4,82.0,59.8,55.0,24.67
1568,M. Morganella,Michel Morganella,05/17/89,29,182.88,78.0,23.32,"RM,LM",RM,Switzerland,69,69,1000000.0,3000.0,Right,1,3,3,Normal,1600000.0,66.0,56.0,65.8,73.4,70.8,63.83,69.0
1569,V. Fındıklı,Volkan Fındıklı,10/13/90,28,190.5,83.9,23.12,"CDM,CB",CDM,Turkey,69,70,1000000.0,8000.0,Right,1,2,3,Normal,2100000.0,52.5,50.2,56.6,45.8,62.4,58.67,66.0
1570,Denilson,Denilson Pereira Junior,07/18/95,23,187.96,72.1,20.41,"LM,ST",LM,Brazil,69,77,1500000.0,10000.0,Right,1,2,3,Lean,2900000.0,58.0,62.2,59.4,70.0,64.2,58.0,23.33
1571,J. Villota,Juan Sebastián Villota Vargas,02/18/92,27,170.18,68.9,23.79,"CAM,CM",CAM,Colombia,69,70,1200000.0,1000.0,Right,1,3,3,Stocky,1800000.0,66.0,56.6,69.8,71.8,68.0,63.5,55.0
1572,Isma López,Ismael López Blanco,01/29/90,29,152.4,74.8,32.21,"LB,LM,LWB",LB,Spain,69,69,825000.0,5000.0,Left,1,3,3,Lean,1300000.0,62.25,56.6,64.6,76.6,68.6,61.67,62.33
1573,B. Riveros,Blas Riveros,02/03/98,21,152.4,68.0,29.28,"LB,LM,LWB",LB,Paraguay,69,81,1600000.0,8000.0,Left,1,3,3,Lean,2800000.0,56.25,46.4,58.0,79.2,64.2,52.33,65.33
1574,I. Chebake,Issam Chebake,10/12/89,29,175.26,73.0,23.77,"RB,LB",RB,Morocco,69,69,825000.0,7000.0,Right,1,2,2,Normal,1700000.0,45.5,51.4,51.6,69.2,56.8,54.67,70.0
1575,F. Schultz,Franz Hermann Schultz Ramírez,07/20/91,27,172.72,72.1,24.17,"RB,CM,RM",RB,Chile,69,69,900000.0,6000.0,Right,1,3,3,Lean,0.0,58.5,58.4,64.2,74.6,64.6,57.0,60.67
1576,F. Kurto,Filip Kurto,06/14/91,27,190.5,92.1,25.38,GK,GK,Poland,69,71,850000.0,2000.0,Right,1,2,1,Normal,1100000.0,15.5,14.8,17.2,57.4,38.2,26.83,11.33
1577,S. Mosquera,Sergio Andrés Mosquera Zapata,02/09/94,25,185.42,77.1,22.43,"CB,RB",CB,Colombia,69,74,1200000.0,2000.0,Right,1,4,2,Lean,1800000.0,37.25,41.8,49.0,46.0,59.8,46.33,67.67
1578,F. Seymour,Felipe Ignacio Seymour Dobud,07/23/87,31,175.26,78.0,25.39,"CM,CDM",CM,Chile,69,69,975000.0,3000.0,Right,1,3,3,Normal,1300000.0,62.0,61.4,63.4,69.6,68.4,66.17,68.33
1579,R. Ghoochannejhad,Reza Ghoochannejhad Nournia,09/20/87,31,154.94,76.2,31.74,ST,ST,Iran,69,69,1000000.0,6000.0,Left,1,3,3,Normal,1300000.0,59.0,64.0,60.4,72.0,64.2,58.67,40.0
1580,R. Maniero,Riccardo Maniero,11/26/87,31,182.88,74.8,22.37,ST,ST,Italy,69,69,1000000.0,2000.0,Right,1,3,2,Stocky,1600000.0,56.5,61.8,57.4,59.6,72.0,56.33,25.33
1581,N. Theuerkauf,Norman Theuerkauf,01/24/87,32,182.88,79.8,23.86,"LB,CB,CDM",LB,Germany,69,69,700000.0,6000.0,Left,1,3,2,Normal,1100000.0,62.75,56.4,59.6,63.0,71.8,63.83,69.0
1582,F. Fielding,Frank Fielding,04/04/88,30,185.42,76.2,22.16,GK,GK,England,69,69,675000.0,14000.0,Right,1,3,1,Normal,1300000.0,20.25,19.4,18.2,48.0,38.8,28.33,12.67
1583,C. Lampe,Carlos Lampe,03/17/87,31,193.04,86.2,23.13,GK,GK,Bolivia,69,69,700000.0,3000.0,Right,1,3,1,Lean,0.0,15.0,15.6,16.8,40.2,30.8,32.17,16.33
1584,A. Guliev,Ayaz Guliev,02/27/96,23,170.18,63.0,21.75,"CM,CDM",CM,Russia,69,76,1500000.0,1000.0,Right,1,4,3,Lean,3300000.0,57.25,59.4,62.0,77.4,62.6,57.17,63.67
1585,Luciano Cacheira,Luciano Renato Cacheira Sá,02/29/84,35,154.94,74.8,31.16,GK,GK,Brazil,69,69,425000.0,8000.0,Right,1,2,1,Normal,808000.0,15.5,16.8,14.0,45.4,34.4,27.83,19.67
1586,Alberto,Alberto Jiménez Benítez,11/15/92,26,185.42,78.0,22.69,"CB,CDM",CB,Spain,69,73,1100000.0,5000.0,Right,1,2,3,Stocky,1900000.0,48.5,49.6,57.2,66.0,77.6,61.83,64.33
1587,J. Gyau,Joseph-Claude Gyau,09/16/92,26,175.26,74.8,24.35,"LM,RM",LM,United States,69,70,1200000.0,4000.0,Left,1,4,4,Normal,2100000.0,57.0,56.0,60.0,84.2,68.4,53.0,39.0
1588,B. Gimber,Benedikt Gimber,02/19/97,22,185.42,83.0,24.14,"CB,CDM",CB,Germany,69,79,1500000.0,8000.0,Left,1,3,2,Normal,2700000.0,41.5,48.8,43.8,62.0,61.2,48.33,68.67
1589,C. Rodríguez,Camilo Bryan Rodríguez Pedraza,03/04/95,24,170.18,66.2,22.86,"RB,CM",RB,Chile,69,75,1200000.0,2000.0,Right,1,3,3,Lean,1900000.0,56.75,50.6,58.8,69.6,60.8,58.0,67.33
1590,K. Fortuné,Kévin Fortuné,08/06/89,29,182.88,79.8,23.86,"ST,LW,RW",ST,France,69,69,1100000.0,5000.0,Right,1,3,3,Normal,1900000.0,57.0,62.6,60.4,69.2,69.8,50.67,26.33
1591,Y. Komai,驹井 善成,06/06/92,26,167.64,64.0,22.77,"RM,RWB",RM,Japan,69,70,1200000.0,3000.0,Right,1,2,3,Lean,1600000.0,59.25,58.0,58.4,76.6,67.0,58.17,54.0
1592,N. Eliasson,Niclas Eliasson,12/07/95,23,152.4,72.1,31.04,"RM,LM",RM,Sweden,69,76,1500000.0,17000.0,Left,1,3,3,Normal,3100000.0,61.0,56.6,64.0,79.0,56.6,45.5,34.0
1593,L. Gülen,Levent Gülen,02/24/94,25,185.42,77.1,22.43,"CB,RB,LB",CB,Switzerland,69,73,1200000.0,6000.0,Right,1,3,2,Normal,2400000.0,45.0,45.8,50.0,73.2,60.4,50.83,67.0
1594,Júnior Negão,Gleidionor Figueiredo Pinto Júnior,12/30/86,32,187.96,83.0,23.49,"ST,RW",ST,Brazil,69,69,950000.0,5000.0,Left,1,2,3,Normal,1200000.0,58.0,63.2,62.0,63.0,63.8,57.0,33.67
